signal,horizon,ic,oos_r2,oos_ic,p_value_ic,a_s_cost_bps,expected_return_bps,survival,n_obs
spread_zscore,1day,0.003374496974821058,-0.0016932104032250095,0.004941533535780919,0.0013329345787453928,36.486709909225844,1.2096776773775126,False,904199
price_volume_corr,1day,0.009008696426947746,-0.0019443764880151537,0.0026145964083020483,0.0,36.486709909225844,3.2166009694709876,False,898816
vol_ratio_short_long,1day,0.004868785068304439,-0.0016251651399834532,0.0011040937931233136,3.61744647481288e-06,36.486709909225844,1.7459955859278335,False,905181
intraday_gap,1day,-1.639283272146748e-05,-0.0015907464715103625,0.0036984024966932242,0.9875519559060897,36.486709909225844,-0.005880131119536069,False,905838
btc_eth_corr,1day,-0.022636038804433347,-0.003665816890958462,0.0240218962656774,0.0,36.486709909225844,-8.117672239855123,False,905213
eth_btc_ratio,1day,-0.04133032394113601,-0.011099161328080864,0.003450993589605442,0.0,36.486709909225844,-14.825374163236514,False,905872
eth_btc_ratio_roc5,1day,-0.003329316452795813,-0.0015359774330636622,-0.009083334000740748,0.0015324746844378456,36.486709909225844,-1.1941998867794825,False,905703
eth_btc_ratio_roc20,1day,-0.012284648584129578,-0.0013155016104788864,-0.015718236768162613,0.0,36.486709909225844,-4.406101290216357,False,905293
eth_vs_btc_return,1day,0.0011639729375356068,-0.0016113204785703772,-0.0039306897536585785,0.2679325003514097,36.486709909225844,0.41752258858252367,False,905871
eth_vs_btc_return_cum20,1day,-0.01245146316331041,-0.0013078528277779,-0.016115296904896975,0.0,36.486709909225844,-4.465308517079733,False,905213
btc_return_share,1day,-1.2903631360362598e-05,-0.0015649173988288023,-0.001911425290878963,0.990206159322526,36.486709909225844,-0.004625853830472493,False,904951
btc_leads_eth_lag1,1day,6.368727804362475e-18,-0.0015953430601096663,,0.9999999999999951,36.486709909225844,2.2844914735716982e-15,False,905872
btc_leads_eth_lag3,1day,2.4058533984329883e-17,-0.0015953430601294283,,0.9999999999999818,36.486709909225844,8.629904973515874e-15,False,905872
btc_leads_eth_lag5,1day,6.368727804362475e-18,-0.0015953430601218788,-4.0860376775185707e-17,0.9999999999999951,36.486709909225844,2.2844914735716982e-15,False,905872
btc_return_positive_pct,1day,0.0033326974867969503,-0.0021531164715291595,-0.01646889918385809,0.0015200814800162554,36.486709909225844,1.1951625505743508,False,905213
ofi_depth1,1day,0.019499340325651243,-0.0013967378774739636,0.01653205682628822,0.0,36.486709909225844,6.99450158377152,False,905872
trade_count,1day,,-0.001595343060118326,,,36.486709909225844,,False,905872
